timestamp,load_id,real_power_w,reactive_power_var
2023-01-06 00:30,7001009197,130,52
2023-01-06 00:30,7001010441,83,33
2023-01-06 00:30,7001010443,97,39
2023-01-06 00:30,7001010444,385,154
2023-01-06 00:30,7001010448,163,65
2023-01-06 00:30,7001010449,1434,574
2023-01-06 00:30,7001010451,110,44
2023-01-06 00:30,7001010452,199,80
2023-01-06 00:30,7001010454,84,34
2023-01-06 00:30,7001010456,935,374
2023-01-06 00:30,7001010458,159,64
2023-01-06 00:30,7001010459,67,27
2023-01-06 00:30,7001010464,158,63
2023-01-06 00:30,7001010465,0,0
2023-01-06 00:30,7001010467,30,12
2023-01-06 00:30,7001010469,85,34
2023-01-06 00:30,7001010470,220,88
2023-01-06 00:30,7001010471,879,352
2023-01-06 00:30,7001010472,219,88
2023-01-06 00:30,7001010473,118,47
2023-01-06 00:30,7001010474,299,120
2023-01-06 00:30,7001010475,99,40
2023-01-06 00:30,7001010477,546,218
2023-01-06 00:30,7001010480,487,195
2023-01-06 00:30,7001010483,55,22
2023-01-06 00:30,7001010484,49,20
2023-01-06 00:30,7001010485,102,41
2023-01-06 00:30,7001010486,72,29
2023-01-06 00:30,7001010489,111,44
2023-01-06 00:30,7001010490,184,74
2023-01-06 00:30,7001010496,168,67
2023-01-06 00:30,7001010501,73,29
2023-01-06 00:30,7001010502,104,42
2023-01-06 00:30,7001010508,504,202
2023-01-06 00:30,7001010512,143,57
2023-01-06 00:30,7001010515,124,50
2023-01-06 00:30,7001010516,65,26
2023-01-06 00:30,7001010518,187,75
2023-01-06 00:30,7001010519,825,330
2023-01-06 00:30,7001010520,306,122
2023-01-06 00:30,7001010525,138,55
2023-01-06 00:30,7001010526,343,137
2023-01-06 00:30,7001010528,296,118
2023-01-06 00:30,7001010533,2459,984
2023-01-06 00:30,7001010536,910,364
2023-01-06 00:30,7001010538,541,216
2023-01-06 00:30,7001010540,90,36
2023-01-06 00:30,7001010544,319,128
2023-01-06 00:30,7001010545,481,192
2023-01-06 00:30,7001010546,1839,736
2023-01-06 00:30,7001010548,781,312
2023-01-06 00:30,7001010551,94,38
2023-01-06 00:30,7001010553,141,56
2023-01-06 00:30,7001010556,133,53
2023-01-06 00:30,7001010557,322,129
2023-01-06 00:30,7001010558,233,93
2023-01-06 00:30,7001010564,1107,443
2023-01-06 00:30,7001010567,160,64
2023-01-06 00:30,7001010571,116,46
2023-01-06 00:30,7001010572,105,42
2023-01-06 00:30,7001010575,358,143
2023-01-06 00:30,7001010579,301,120
2023-01-06 00:30,7001010580,1199,480
2023-01-06 00:30,7001010585,65,26
2023-01-06 00:30,7001010590,126,50
2023-01-06 00:30,7001010591,72,29
2023-01-06 00:30,7001010593,316,126
2023-01-06 00:30,7001010594,274,110
2023-01-06 00:30,7001010600,656,262
2023-01-06 00:30,7001010604,351,140
2023-01-06 00:30,7001010607,116,46
2023-01-06 00:30,7001010613,192,77
2023-01-06 00:30,7001010615,232,93
2023-01-06 00:30,7001010619,619,248
2023-01-06 00:30,7001010622,276,110
2023-01-06 00:30,7001010624,300,120
2023-01-06 00:30,7001010645,72,29
2023-01-06 00:30,7001010648,163,65
2023-01-06 00:30,7001010651,464,186
2023-01-06 00:30,7001010653,60,24
2023-01-06 00:30,7001010656,1311,524
2023-01-06 00:30,7001010658,101,40
2023-01-06 00:30,7001010659,55,22
2023-01-06 00:30,7001010666,495,198
2023-01-06 00:30,7001010667,438,175
2023-01-06 00:30,7001010668,39,16
2023-01-06 00:30,7001010669,545,218
2023-01-06 00:30,7001010674,829,332
2023-01-06 00:30,7001011573,1391,556
2023-01-06 00:30,7001011574,133,53
2023-01-06 00:30,7001011576,237,95
2023-01-06 00:30,7001011579,900,360
2023-01-06 00:30,7001011580,69,28
2023-01-06 00:30,7001011583,46,18
2023-01-06 00:30,7001011584,63,25
2023-01-06 00:30,7001011607,176,70
2023-01-06 00:30,7001011619,826,330
2023-01-06 00:30,7001011620,165,66
2023-01-06 00:30,7001011629,158,63
2023-01-06 00:30,7001011631,64,26
2023-01-06 00:30,7001011639,1310,524
2023-01-06 00:30,7001011643,3191,1276
2023-01-06 00:30,7001011645,0,0
2023-01-06 00:30,7001011744,157,63
2023-01-06 00:30,7001013923,160,64
2023-01-06 00:30,7001013924,87,35
2023-01-06 00:30,7001013933,73,29
2023-01-06 00:30,7001013937,621,248
2023-01-06 00:30,7001013939,242,97
2023-01-06 00:30,7001013952,396,158
2023-01-06 00:30,7001013956,106,42
2023-01-06 00:30,7001013963,440,176
2023-01-06 00:30,7001013966,108,43
2023-01-06 00:30,7001013967,95,38
2023-01-06 00:30,7001013969,851,340
2023-01-06 00:30,7001013972,127,51
2023-01-06 00:30,7001110911,2203,881
2023-01-06 00:30,7001110912,2958,1183
2023-01-06 00:30,7001110913,2268,907
2023-01-06 00:30,7001110914,114,46
2023-01-06 00:30,7001110915,122,49
2023-01-06 00:30,7001110917,201,80
2023-01-06 00:30,7001110921,367,147
2023-01-06 00:30,7001110922,128,51
2023-01-06 00:30,7001110923,80,32
2023-01-06 00:30,7001110924,2419,968
2023-01-06 00:30,7001110926,2423,969
2023-01-06 00:30,7001110929,498,199
2023-01-06 00:30,7001110948,152,61
2023-01-06 00:30,7001110950,663,265
2023-01-06 00:30,7001110951,368,147
2023-01-06 00:30,7001110957,76,30
2023-01-06 00:30,7001110958,192,77
2023-01-06 00:30,7001110959,239,96
2023-01-06 00:30,7001110960,134,54
2023-01-06 00:30,7001110961,1139,456
2023-01-06 00:30,7001110964,152,61
2023-01-06 00:30,7001136128,22,9
2023-01-06 00:30,7001137591,186,74
2023-01-06 00:30,7001138639,35,14
2023-01-06 00:30,7001142821,308,123
2023-01-06 00:30,7001142825,2462,985
2023-01-06 00:30,7001142826,91,36
2023-01-06 00:30,7001142829,702,281
2023-01-06 00:30,7001142832,382,153
2023-01-06 00:30,7001142833,491,196
2023-01-06 00:30,7001142834,209,84
2023-01-06 00:30,7001142835,106,42
2023-01-06 00:30,7001142836,65,26
2023-01-06 00:30,7001142837,364,146
2023-01-06 00:30,7001142838,905,362
2023-01-06 00:30,7001142879,79,32
2023-01-06 00:30,7001143004,190,76
2023-01-06 00:30,7001143022,75,30
2023-01-06 00:30,7001143023,158,63
2023-01-06 00:30,7001143024,154,62
2023-01-06 00:30,7001143027,482,193
2023-01-06 00:30,7001143028,231,92
2023-01-06 00:30,7001143043,123,49
2023-01-06 00:30,7001143045,1457,583
2023-01-06 00:30,7001143047,643,257
2023-01-06 00:30,7001143728,771,308
2023-01-06 00:30,7001143729,550,220
2023-01-06 00:30,7001143732,1065,426
2023-01-06 00:30,7001143733,130,52
2023-01-06 00:30,7001143736,108,43
2023-01-06 00:30,7001143741,46,18
2023-01-06 00:30,7001143743,424,170
2023-01-06 00:30,7001143745,152,61
2023-01-06 00:30,7001143746,464,186
2023-01-06 00:30,7001143747,319,128
2023-01-06 00:30,7001143748,373,149
2023-01-06 00:30,7001143750,116,46
2023-01-06 00:30,7001143752,1277,511
2023-01-06 00:30,7001144199,115,46
2023-01-06 00:30,7001144200,188,75
2023-01-06 00:30,7001144201,162,65
2023-01-06 00:30,7001144204,1177,471
2023-01-06 00:30,7001144205,368,147
2023-01-06 00:30,7001144208,82,33
2023-01-06 00:30,7001144212,699,280
2023-01-06 00:30,7001144216,193,77
2023-01-06 00:30,7001144217,448,179
2023-01-06 00:30,7001144219,1388,555
2023-01-06 00:30,7001144225,121,48
2023-01-06 00:30,7001144227,1044,418
2023-01-06 00:30,7001144228,1978,791
2023-01-06 00:30,7001145189,806,322
2023-01-06 00:30,7001145193,224,90
2023-01-06 00:30,7001145197,1886,754
2023-01-06 00:30,7001145199,1415,566
2023-01-06 00:30,7001145200,458,183
2023-01-06 00:30,7001145204,133,53
2023-01-06 00:30,7001145206,2634,1054
2023-01-06 00:30,7001145207,99,40
2023-01-06 00:30,7001145208,1396,558
2023-01-06 00:30,7001145211,720,288
2023-01-06 00:30,7001145212,183,73
2023-01-06 00:30,7001145214,72,29
2023-01-06 00:30,7001145219,321,128
2023-01-06 00:30,7001145225,2332,933
2023-01-06 00:30,7001145227,220,88
2023-01-06 00:30,7001145232,235,94
2023-01-06 00:30,7001146356,659,264
2023-01-06 00:30,7001146358,1201,480
2023-01-06 00:30,7001146360,333,133
2023-01-06 00:30,7001146362,207,83
2023-01-06 00:30,7001146363,102,41
2023-01-06 00:30,7001146367,1086,434
2023-01-06 00:30,7001146370,104,42
2023-01-06 00:30,7001146371,251,100
2023-01-06 00:30,7001146372,869,348
2023-01-06 00:30,7001146373,733,293
2023-01-06 00:30,7001146376,2,1
2023-01-06 00:30,7001146377,86,34
2023-01-06 00:30,7001146378,196,78
2023-01-06 00:30,7001146389,579,232
2023-01-06 00:30,7001146394,104,42
2023-01-06 00:30,7001146770,741,296
2023-01-06 00:30,7001146849,124,50
2023-01-06 00:30,7001146851,243,97
2023-01-06 00:30,7001146854,2560,1024
2023-01-06 00:30,7001146855,202,81
2023-01-06 00:30,7001146859,44,18
2023-01-06 00:30,7001146860,805,322
2023-01-06 00:30,7001146861,468,187
2023-01-06 00:30,7001146862,536,214
2023-01-06 00:30,7001146863,132,53
2023-01-06 00:30,7001146864,470,188
2023-01-06 00:30,7001146866,136,54
2023-01-06 00:30,7001146867,1068,427
2023-01-06 00:30,7001146868,101,40
2023-01-06 00:30,7001146869,770,308
2023-01-06 00:30,7001146876,915,366
2023-01-06 00:30,7001146877,83,33
2023-01-06 00:30,7001146879,160,64
2023-01-06 00:30,7001146880,171,68
2023-01-06 00:30,7001146881,215,86
2023-01-06 00:30,7001146882,456,182
2023-01-06 00:30,7001146883,60,24
2023-01-06 00:30,7001146884,184,74
2023-01-06 00:30,7001147394,129,52
2023-01-06 00:30,7001147407,1933,773
2023-01-06 00:30,7001147408,381,152
2023-01-06 00:30,7001147411,1355,542
2023-01-06 00:30,7001147412,110,44
2023-01-06 00:30,7001147413,1,0
2023-01-06 00:30,7001147417,176,70
2023-01-06 00:30,7001147418,569,228
2023-01-06 00:30,7001148710,59,24
2023-01-06 00:30,7001148712,408,163
2023-01-06 00:30,7001148714,125,50
2023-01-06 00:30,7001148715,372,149
2023-01-06 00:30,7001148716,2,1
2023-01-06 00:30,7001148718,233,93
2023-01-06 00:30,7001148719,258,103
2023-01-06 00:30,7001148720,412,165
2023-01-06 00:30,7001148727,30,12
2023-01-06 00:30,7001148731,492,197
2023-01-06 00:30,7001148732,125,50
2023-01-06 00:30,7001148737,141,56
2023-01-06 00:30,7001148738,80,32
2023-01-06 00:30,7001148739,114,46
2023-01-06 00:30,7001148740,184,74
2023-01-06 00:30,7001148746,158,63
2023-01-06 00:30,7001148752,122,49
2023-01-06 00:30,7001148755,663,265
2023-01-06 00:30,7001149756,402,161
2023-01-06 00:30,7001149757,1984,794
2023-01-06 00:30,7001149758,388,155
2023-01-06 00:30,7001149759,4687,1875
2023-01-06 00:30,7001149763,187,75
2023-01-06 00:30,7001149769,149,60
2023-01-06 00:30,7001149771,1255,502
2023-01-06 00:30,7001149772,244,98
2023-01-06 00:30,7001149773,417,167
2023-01-06 00:30,7001149774,1688,675
2023-01-06 00:30,7001149775,719,288
2023-01-06 00:30,7001149776,158,63
2023-01-06 00:30,7001149777,324,130
2023-01-06 00:30,7001149780,134,54
2023-01-06 00:30,7001149782,559,224
2023-01-06 00:30,7001149784,188,75
2023-01-06 00:30,7001149785,1,0
2023-01-06 00:30,7001149787,1121,448
2023-01-06 00:30,7001149791,1152,461
2023-01-06 00:30,7001149792,138,55
2023-01-06 00:30,7001149796,183,73
2023-01-06 00:30,7001149797,160,64
2023-01-06 00:30,7001149798,209,84
2023-01-06 00:30,7001149801,207,83
2023-01-06 00:30,7001151247,66,26
2023-01-06 00:30,7001151310,724,290
2023-01-06 00:30,7001151311,691,276
2023-01-06 00:30,7001151317,602,241
2023-01-06 00:30,7001151318,177,71
2023-01-06 00:30,7001151346,546,218
2023-01-06 00:30,7001151347,110,44
2023-01-06 00:30,7001151348,846,338
2023-01-06 00:30,7001151353,204,82
2023-01-06 00:30,7001151354,495,198
2023-01-06 00:30,7001151360,708,283
2023-01-06 00:30,7001151361,356,142
2023-01-06 00:30,7001151362,939,376
2023-01-06 00:30,7001151365,1953,781
2023-01-06 00:30,7001151367,264,106
2023-01-06 00:30,7001151368,844,338
2023-01-06 00:30,7001152605,2695,1078
2023-01-06 00:30,7001152608,484,194
2023-01-06 00:30,7001152609,837,335
2023-01-06 00:30,7001152610,2139,856
2023-01-06 00:30,7001152613,523,209
2023-01-06 00:30,7001152614,547,219
2023-01-06 00:30,7001152618,80,32
2023-01-06 00:30,7001152620,4682,1873
2023-01-06 00:30,7001152630,863,345
2023-01-06 00:30,7001152632,155,62
2023-01-06 00:30,7001153805,258,103
2023-01-06 00:30,7001153806,52,21
2023-01-06 00:30,7001153809,432,173
2023-01-06 00:30,7001153816,324,130
2023-01-06 00:30,7001153821,127,51
2023-01-06 00:30,7001153823,65,26
2023-01-06 00:30,7001153830,22,9
2023-01-06 00:30,7001153831,262,105
2023-01-06 00:30,7001153833,218,87
2023-01-06 00:30,7001153837,113,45
2023-01-06 00:30,7001153840,204,82
2023-01-06 00:30,7001153853,50,20
2023-01-06 00:30,7001153855,121,48
2023-01-06 00:30,7001153858,282,113
2023-01-06 00:30,7001153861,102,41
2023-01-06 00:30,7001153864,114,46
2023-01-06 00:30,7001154313,203,81
2023-01-06 00:30,7001154315,160,64
2023-01-06 00:30,7001154316,103,41
2023-01-06 00:30,7001154317,1032,413
2023-01-06 00:30,7001154318,171,68
2023-01-06 00:30,7001154319,2567,1027
2023-01-06 00:30,7001154323,125,50
2023-01-06 00:30,7001154324,758,303
2023-01-06 00:30,7001154326,535,214
2023-01-06 00:30,7001154327,192,77
2023-01-06 00:30,7001154328,320,128
2023-01-06 00:30,7001154329,75,30
2023-01-06 00:30,7001154337,148,59
2023-01-06 00:30,7001154338,205,82
2023-01-06 00:30,7001154344,165,66
2023-01-06 00:30,7001154346,60,24
2023-01-06 00:30,7001154348,225,90
2023-01-06 00:30,7001154349,332,133
2023-01-06 00:30,7001154350,99,40
2023-01-06 00:30,7001154352,176,70
2023-01-06 00:30,7001154354,271,108
2023-01-06 00:30,7001155300,4041,1616
2023-01-06 00:30,7001155540,315,126
2023-01-06 00:30,7001161070,84,34
2023-01-06 00:30,7001161072,149,60
2023-01-06 00:30,7001161074,142,57
2023-01-06 00:30,7001161076,389,156
2023-01-06 00:30,7001161077,249,100
2023-01-06 00:30,7001193122,414,166
2023-01-06 00:30,7001317109,241,96
2023-01-06 00:30,7001330891,19,8
2023-01-06 00:30,7001333322,235,94
2023-01-06 01:00,7001009197,166,66
2023-01-06 01:00,7001010441,131,52
2023-01-06 01:00,7001010443,94,38
2023-01-06 01:00,7001010444,290,116
2023-01-06 01:00,7001010448,155,62
2023-01-06 01:00,7001010449,1410,564
2023-01-06 01:00,7001010451,158,63
2023-01-06 01:00,7001010452,185,74
2023-01-06 01:00,7001010454,80,32
2023-01-06 01:00,7001010456,1005,402
2023-01-06 01:00,7001010458,75,30
2023-01-06 01:00,7001010459,93,37
2023-01-06 01:00,7001010464,731,292
2023-01-06 01:00,7001010465,0,0
2023-01-06 01:00,7001010467,31,12
2023-01-06 01:00,7001010469,85,34
2023-01-06 01:00,7001010470,236,94
2023-01-06 01:00,7001010471,911,364
2023-01-06 01:00,7001010472,301,120
2023-01-06 01:00,7001010473,123,49
2023-01-06 01:00,7001010474,109,44
2023-01-06 01:00,7001010475,124,50
2023-01-06 01:00,7001010477,506,202
2023-01-06 01:00,7001010480,485,194
2023-01-06 01:00,7001010483,53,21
2023-01-06 01:00,7001010484,74,30
2023-01-06 01:00,7001010485,111,44
2023-01-06 01:00,7001010486,41,16
2023-01-06 01:00,7001010489,100,40
2023-01-06 01:00,7001010490,156,62
2023-01-06 01:00,7001010496,289,116
2023-01-06 01:00,7001010501,90,36
2023-01-06 01:00,7001010502,105,42
2023-01-06 01:00,7001010508,532,213
2023-01-06 01:00,7001010512,120,48
2023-01-06 01:00,7001010515,149,60
2023-01-06 01:00,7001010516,66,26
2023-01-06 01:00,7001010518,168,67
2023-01-06 01:00,7001010519,560,224
2023-01-06 01:00,7001010520,310,124
2023-01-06 01:00,7001010525,138,55
2023-01-06 01:00,7001010526,300,120
2023-01-06 01:00,7001010528,295,118
2023-01-06 01:00,7001010533,2423,969
2023-01-06 01:00,7001010536,941,376
2023-01-06 01:00,7001010538,480,192
2023-01-06 01:00,7001010540,97,39
2023-01-06 01:00,7001010544,297,119
2023-01-06 01:00,7001010545,423,169
2023-01-06 01:00,7001010546,1871,748
2023-01-06 01:00,7001010548,906,362
2023-01-06 01:00,7001010551,87,35
2023-01-06 01:00,7001010553,108,43
2023-01-06 01:00,7001010556,95,38
2023-01-06 01:00,7001010557,316,126
2023-01-06 01:00,7001010558,227,91
2023-01-06 01:00,7001010564,1059,424
2023-01-06 01:00,7001010567,123,49
2023-01-06 01:00,7001010571,151,60
2023-01-06 01:00,7001010572,94,38
2023-01-06 01:00,7001010575,432,173
2023-01-06 01:00,7001010579,222,89
2023-01-06 01:00,7001010580,1175,470
2023-01-06 01:00,7001010585,107,43
2023-01-06 01:00,7001010590,152,61
2023-01-06 01:00,7001010591,52,21
2023-01-06 01:00,7001010593,239,96
2023-01-06 01:00,7001010594,218,87
2023-01-06 01:00,7001010600,781,312
2023-01-06 01:00,7001010604,252,101
2023-01-06 01:00,7001010607,132,53
2023-01-06 01:00,7001010613,197,79
2023-01-06 01:00,7001010615,178,71
2023-01-06 01:00,7001010619,441,176
2023-01-06 01:00,7001010622,70,28
2023-01-06 01:00,7001010624,231,92
2023-01-06 01:00,7001010645,69,28
2023-01-06 01:00,7001010648,165,66
2023-01-06 01:00,7001010651,412,165
2023-01-06 01:00,7001010653,37,15
2023-01-06 01:00,7001010656,1354,542
2023-01-06 01:00,7001010658,38,15
2023-01-06 01:00,7001010659,50,20
2023-01-06 01:00,7001010666,705,282
2023-01-06 01:00,7001010667,78,31
2023-01-06 01:00,7001010668,27,11
2023-01-06 01:00,7001010669,754,302
2023-01-06 01:00,7001010674,225,90
2023-01-06 01:00,7001011573,1444,578
2023-01-06 01:00,7001011574,127,51
2023-01-06 01:00,7001011576,179,72
2023-01-06 01:00,7001011579,852,341
2023-01-06 01:00,7001011580,75,30
2023-01-06 01:00,7001011583,75,30
2023-01-06 01:00,7001011584,56,22
2023-01-06 01:00,7001011607,155,62
2023-01-06 01:00,7001011619,876,350
2023-01-06 01:00,7001011620,186,74
2023-01-06 01:00,7001011629,179,72
2023-01-06 01:00,7001011631,57,23
2023-01-06 01:00,7001011639,526,210
2023-01-06 01:00,7001011643,3135,1254
2023-01-06 01:00,7001011645,0,0
2023-01-06 01:00,7001011744,175,70
2023-01-06 01:00,7001013923,124,50
2023-01-06 01:00,7001013924,72,29
2023-01-06 01:00,7001013933,90,36
2023-01-06 01:00,7001013937,775,310
2023-01-06 01:00,7001013939,200,80
2023-01-06 01:00,7001013952,445,178
2023-01-06 01:00,7001013956,90,36
2023-01-06 01:00,7001013963,537,215
2023-01-06 01:00,7001013966,123,49
2023-01-06 01:00,7001013967,280,112
2023-01-06 01:00,7001013969,810,324
2023-01-06 01:00,7001013972,112,45
2023-01-06 01:00,7001110911,2269,908
2023-01-06 01:00,7001110912,2974,1190
2023-01-06 01:00,7001110913,2242,897
2023-01-06 01:00,7001110914,137,55
2023-01-06 01:00,7001110915,96,38
2023-01-06 01:00,7001110917,188,75
2023-01-06 01:00,7001110921,425,170
2023-01-06 01:00,7001110922,90,36
2023-01-06 01:00,7001110923,54,22
2023-01-06 01:00,7001110924,3417,1367
2023-01-06 01:00,7001110926,1766,706
2023-01-06 01:00,7001110929,494,198
2023-01-06 01:00,7001110948,171,68
2023-01-06 01:00,7001110950,207,83
2023-01-06 01:00,7001110951,388,155
2023-01-06 01:00,7001110957,114,46
2023-01-06 01:00,7001110958,169,68
2023-01-06 01:00,7001110959,256,102
2023-01-06 01:00,7001110960,106,42
2023-01-06 01:00,7001110961,1125,450
2023-01-06 01:00,7001110964,166,66
2023-01-06 01:00,7001136128,20,8
2023-01-06 01:00,7001137591,153,61
2023-01-06 01:00,7001138639,38,15
2023-01-06 01:00,7001142821,308,123
2023-01-06 01:00,7001142825,353,141
2023-01-06 01:00,7001142826,102,41
2023-01-06 01:00,7001142829,104,42
2023-01-06 01:00,7001142832,381,152
2023-01-06 01:00,7001142833,185,74
2023-01-06 01:00,7001142834,186,74
2023-01-06 01:00,7001142835,131,52
2023-01-06 01:00,7001142836,127,51
2023-01-06 01:00,7001142837,336,134
2023-01-06 01:00,7001142838,924,370
2023-01-06 01:00,7001142879,80,32
2023-01-06 01:00,7001143004,189,76
2023-01-06 01:00,7001143022,72,29
2023-01-06 01:00,7001143023,151,60
2023-01-06 01:00,7001143024,126,50
2023-01-06 01:00,7001143027,485,194
2023-01-06 01:00,7001143028,1249,500
2023-01-06 01:00,7001143043,134,54
2023-01-06 01:00,7001143045,1061,424
2023-01-06 01:00,7001143047,493,197
2023-01-06 01:00,7001143728,753,301
2023-01-06 01:00,7001143729,552,221
2023-01-06 01:00,7001143732,1106,442
2023-01-06 01:00,7001143733,94,38
2023-01-06 01:00,7001143736,104,42
2023-01-06 01:00,7001143741,138,55
2023-01-06 01:00,7001143743,606,242
2023-01-06 01:00,7001143745,347,139
2023-01-06 01:00,7001143746,1290,516
2023-01-06 01:00,7001143747,384,154
2023-01-06 01:00,7001143748,300,120
2023-01-06 01:00,7001143750,80,32
2023-01-06 01:00,7001143752,1998,799
2023-01-06 01:00,7001144199,118,47
2023-01-06 01:00,7001144200,252,101
2023-01-06 01:00,7001144201,82,33
2023-01-06 01:00,7001144204,1163,465
2023-01-06 01:00,7001144205,368,147
2023-01-06 01:00,7001144208,97,39
2023-01-06 01:00,7001144212,234,94
2023-01-06 01:00,7001144216,162,65
2023-01-06 01:00,7001144217,492,197
2023-01-06 01:00,7001144219,1362,545
2023-01-06 01:00,7001144225,128,51
2023-01-06 01:00,7001144227,1041,416
2023-01-06 01:00,7001144228,2004,802
2023-01-06 01:00,7001145189,246,98
2023-01-06 01:00,7001145193,302,121
2023-01-06 01:00,7001145197,1885,754
2023-01-06 01:00,7001145199,1410,564
2023-01-06 01:00,7001145200,687,275
2023-01-06 01:00,7001145204,205,82
2023-01-06 01:00,7001145206,1194,478
2023-01-06 01:00,7001145207,91,36
2023-01-06 01:00,7001145208,637,255
2023-01-06 01:00,7001145211,126,50
2023-01-06 01:00,7001145212,452,181
2023-01-06 01:00,7001145214,59,24
2023-01-06 01:00,7001145219,265,106
2023-01-06 01:00,7001145225,2239,896
2023-01-06 01:00,7001145227,129,52
2023-01-06 01:00,7001145232,218,87
2023-01-06 01:00,7001146356,363,145
2023-01-06 01:00,7001146358,1198,479
2023-01-06 01:00,7001146360,289,116
2023-01-06 01:00,7001146362,375,150
2023-01-06 01:00,7001146363,88,35
2023-01-06 01:00,7001146367,678,271
2023-01-06 01:00,7001146370,122,49
2023-01-06 01:00,7001146371,590,236
2023-01-06 01:00,7001146372,424,170
2023-01-06 01:00,7001146373,285,114
2023-01-06 01:00,7001146376,1,0
2023-01-06 01:00,7001146377,77,31
2023-01-06 01:00,7001146378,196,78
2023-01-06 01:00,7001146389,718,287
2023-01-06 01:00,7001146394,89,36
2023-01-06 01:00,7001146770,545,218
2023-01-06 01:00,7001146849,125,50
2023-01-06 01:00,7001146851,298,119
2023-01-06 01:00,7001146854,1120,448
2023-01-06 01:00,7001146855,164,66
2023-01-06 01:00,7001146859,44,18
2023-01-06 01:00,7001146860,1395,558
2023-01-06 01:00,7001146861,528,211
2023-01-06 01:00,7001146862,493,197
